,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
8165,8165,2016,F,Wholesale Trade,c_6-9,Salaries and wages paid,553,DOLLARS(millions),,,,,,,,,
8166,8166,2016,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5735,DOLLARS(millions),,,,,,,,,
8167,8167,2016,F,Wholesale Trade,c_6-9,Total income,5785,DOLLARS(millions),,,,,,,,,
8168,8168,2016,F,Wholesale Trade,c_6-9,Total expenditure,5498,DOLLARS(millions),,,,,,,,,
8169,8169,2016,F,Wholesale Trade,c_6-9,Operating profit before tax,297,DOLLARS(millions),,,,,,,,,
8170,8170,2016,F,Wholesale Trade,c_6-9,Total assets,2516,DOLLARS(millions),,,,,,,,,
8171,8171,2016,F,Wholesale Trade,c_6-9,Fixed tangible assets,216,DOLLARS(millions),,,,,,,,,
8172,8172,2016,F,Wholesale Trade,d_10-19,Activity unit,1113,COUNT,,,,,,,,,
8173,8173,2016,F,Wholesale Trade,d_10-19,Rolling mean employees,14772,COUNT,,,,,,,,,
8174,8174,2016,F,Wholesale Trade,d_10-19,Salaries and wages paid,870,DOLLARS(millions),,,,,,,,,
8175,8175,2016,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",8545,DOLLARS(millions),,,,,,,,,
8176,8176,2016,F,Wholesale Trade,d_10-19,Total income,8601,DOLLARS(millions),,,,,,,,,
8177,8177,2016,F,Wholesale Trade,d_10-19,Total expenditure,8200,DOLLARS(millions),,,,,,,,,
8178,8178,2016,F,Wholesale Trade,d_10-19,Operating profit before tax,395,DOLLARS(millions),,,,,,,,,
8179,8179,2016,F,Wholesale Trade,d_10-19,Total assets,4687,DOLLARS(millions),,,,,,,,,
8180,8180,2016,F,Wholesale Trade,d_10-19,Fixed tangible assets,360,DOLLARS(millions),,,,,,,,,
8181,8181,2016,F,Wholesale Trade,e_20-49,Activity unit,642,COUNT,,,,,,,,,
8182,8182,2016,F,Wholesale Trade,e_20-49,Rolling mean employees,18975,COUNT,,,,,,,,,
8183,8183,2016,F,Wholesale Trade,e_20-49,Salaries and wages paid,1304,DOLLARS(millions),,,,,,,,,
8184,8184,2016,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",14626,DOLLARS(millions),,,,,,,,,
8185,8185,2016,F,Wholesale Trade,e_20-49,Total income,14774,DOLLARS(millions),,,,,,,,,
8186,8186,2016,F,Wholesale Trade,e_20-49,Total expenditure,14085,DOLLARS(millions),,,,,,,,,
8187,8187,2016,F,Wholesale Trade,e_20-49,Operating profit before tax,824,DOLLARS(millions),,,,,,,,,
8188,8188,2016,F,Wholesale Trade,e_20-49,Total assets,7992,DOLLARS(millions),,,,,,,,,
8189,8189,2016,F,Wholesale Trade,e_20-49,Fixed tangible assets,811,DOLLARS(millions),,,,,,,,,
8190,8190,2016,F,Wholesale Trade,f_50-99,Activity unit,228,COUNT,,,,,,,,,
8191,8191,2016,F,Wholesale Trade,f_50-99,Rolling mean employees,15615,COUNT,,,,,,,,,
8192,8192,2016,F,Wholesale Trade,f_50-99,Salaries and wages paid,975,DOLLARS(millions),,,,,,,,,
8193,8193,2016,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",11123,DOLLARS(millions),,,,,,,,,
8194,8194,2016,F,Wholesale Trade,f_50-99,Total income,11448,DOLLARS(millions),,,,,,,,,
8195,8195,2016,F,Wholesale Trade,f_50-99,Total expenditure,10796,DOLLARS(millions),,,,,,,,,
8196,8196,2016,F,Wholesale Trade,f_50-99,Operating profit before tax,642,DOLLARS(millions),,,,,,,,,
8197,8197,2016,F,Wholesale Trade,f_50-99,Total assets,6114,DOLLARS(millions),,,,,,,,,
8198,8198,2016,F,Wholesale Trade,f_50-99,Fixed tangible assets,479,DOLLARS(millions),,,,,,,,,
8199,8199,2016,F,Wholesale Trade,g_100-199,Activity unit,69,COUNT,,,,,,,,,
8200,8200,2016,F,Wholesale Trade,g_100-199,Rolling mean employees,9015,COUNT,,,,,,,,,
8201,8201,2016,F,Wholesale Trade,g_100-199,Salaries and wages paid,580,DOLLARS(millions),,,,,,,,,
8202,8202,2016,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",5860,DOLLARS(millions),,,,,,,,,
8203,8203,2016,F,Wholesale Trade,g_100-199,Total income,6041,DOLLARS(millions),,,,,,,,,
8204,8204,2016,F,Wholesale Trade,g_100-199,Total expenditure,5671,DOLLARS(millions),,,,,,,,,
8205,8205,2016,F,Wholesale Trade,g_100-199,Operating profit before tax,390,DOLLARS(millions),,,,,,,,,
8206,8206,2016,F,Wholesale Trade,g_100-199,Total assets,3701,DOLLARS(millions),,,,,,,,,
8207,8207,2016,F,Wholesale Trade,g_100-199,Fixed tangible assets,294,DOLLARS(millions),,,,,,,,,
8208,8208,2016,F,Wholesale Trade,h_200+,Activity unit,57,COUNT,,,,,,,,,
8209,8209,2016,F,Wholesale Trade,h_200+,Rolling mean employees,26289,COUNT,,,,,,,,,
8210,8210,2016,F,Wholesale Trade,h_200+,Salaries and wages paid,1739,DOLLARS(millions),,,,,,,,,
8211,8211,2016,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",30185,DOLLARS(millions),,,,,,,,,
8212,8212,2016,F,Wholesale Trade,h_200+,Total income,30393,DOLLARS(millions),,,,,,,,,
8213,8213,2016,F,Wholesale Trade,h_200+,Total expenditure,29911,DOLLARS(millions),,,,,,,,,
8214,8214,2016,F,Wholesale Trade,h_200+,Operating profit before tax,534,DOLLARS(millions),,,,,,,,,
8215,8215,2016,F,Wholesale Trade,h_200+,Total assets,10737,DOLLARS(millions),,,,,,,,,
8216,8216,2016,F,Wholesale Trade,h_200+,Fixed tangible assets,1541,DOLLARS(millions),,,,,,,,,
8217,8217,2016,F,Wholesale Trade,i_Industry_Total,Activity unit,17754,COUNT,,,,,,,,,
8218,8218,2016,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,106695,COUNT,,,,,,,,,
8219,8219,2016,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,7084,DOLLARS(millions),,,,,,,,,
8220,8220,2016,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",91094,DOLLARS(millions),,,,,,,,,
8221,8221,2016,F,Wholesale Trade,i_Industry_Total,Total income,92193,DOLLARS(millions),,,,,,,,,
8222,8222,2016,F,Wholesale Trade,i_Industry_Total,Total expenditure,88362,DOLLARS(millions),,,,,,,,,
8223,8223,2016,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4135,DOLLARS(millions),,,,,,,,,
8224,8224,2016,F,Wholesale Trade,i_Industry_Total,Total assets,44343,DOLLARS(millions),,,,,,,,,
8225,8225,2016,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,5108,DOLLARS(millions),,,,,,,,,
8226,8226,2016,G,Retail Trade,a_0,Activity unit,12228,COUNT,,,,,,,,,
8227,8227,2016,G,Retail Trade,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
8228,8228,2016,G,Retail Trade,a_0,Salaries and wages paid,260,DOLLARS(millions),,,,,,,,,
8229,8229,2016,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",3381,DOLLARS(millions),,,,,,,,,
8230,8230,2016,G,Retail Trade,a_0,Total income,3416,DOLLARS(millions),,,,,,,,,
8231,8231,2016,G,Retail Trade,a_0,Total expenditure,3203,DOLLARS(millions),,,,,,,,,
8232,8232,2016,G,Retail Trade,a_0,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
8233,8233,2016,G,Retail Trade,a_0,Total assets,2509,DOLLARS(millions),,,,,,,,,
8234,8234,2016,G,Retail Trade,a_0,Fixed tangible assets,922,DOLLARS(millions),,,,,,,,,
8235,8235,2016,G,Retail Trade,b_1-5,Activity unit,10671,COUNT,,,,,,,,,
8236,8236,2016,G,Retail Trade,b_1-5,Rolling mean employees,23364,COUNT,,,,,,,,,
8237,8237,2016,G,Retail Trade,b_1-5,Salaries and wages paid,806,DOLLARS(millions),,,,,,,,,
8238,8238,2016,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",7693,DOLLARS(millions),,,,,,,,,
8239,8239,2016,G,Retail Trade,b_1-5,Total income,7753,DOLLARS(millions),,,,,,,,,
8240,8240,2016,G,Retail Trade,b_1-5,Total expenditure,7368,DOLLARS(millions),,,,,,,,,
8241,8241,2016,G,Retail Trade,b_1-5,Operating profit before tax,394,DOLLARS(millions),,,,,,,,,
8242,8242,2016,G,Retail Trade,b_1-5,Total assets,3601,DOLLARS(millions),,,,,,,,,
8243,8243,2016,G,Retail Trade,b_1-5,Fixed tangible assets,670,DOLLARS(millions),,,,,,,,,
8244,8244,2016,G,Retail Trade,c_6-9,Activity unit,2253,COUNT,,,,,,,,,
8245,8245,2016,G,Retail Trade,c_6-9,Rolling mean employees,16275,COUNT,,,,,,,,,
8246,8246,2016,G,Retail Trade,c_6-9,Salaries and wages paid,576,DOLLARS(millions),,,,,,,,,
8247,8247,2016,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",4461,DOLLARS(millions),,,,,,,,,
8248,8248,2016,G,Retail Trade,c_6-9,Total income,4486,DOLLARS(millions),,,,,,,,,
8249,8249,2016,G,Retail Trade,c_6-9,Total expenditure,4375,DOLLARS(millions),,,,,,,,,
8250,8250,2016,G,Retail Trade,c_6-9,Operating profit before tax,143,DOLLARS(millions),,,,,,,,,
8251,8251,2016,G,Retail Trade,c_6-9,Total assets,1630,DOLLARS(millions),,,,,,,,,
8252,8252,2016,G,Retail Trade,c_6-9,Fixed tangible assets,245,DOLLARS(millions),,,,,,,,,
8253,8253,2016,G,Retail Trade,d_10-19,Activity unit,1479,COUNT,,,,,,,,,
8254,8254,2016,G,Retail Trade,d_10-19,Rolling mean employees,19473,COUNT,,,,,,,,,
8255,8255,2016,G,Retail Trade,d_10-19,Salaries and wages paid,737,DOLLARS(millions),,,,,,,,,
8256,8256,2016,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",6728,DOLLARS(millions),,,,,,,,,
8257,8257,2016,G,Retail Trade,d_10-19,Total income,6747,DOLLARS(millions),,,,,,,,,
8258,8258,2016,G,Retail Trade,d_10-19,Total expenditure,6531,DOLLARS(millions),,,,,,,,,
8259,8259,2016,G,Retail Trade,d_10-19,Operating profit before tax,266,DOLLARS(millions),,,,,,,,,
8260,8260,2016,G,Retail Trade,d_10-19,Total assets,2357,DOLLARS(millions),,,,,,,,,
8261,8261,2016,G,Retail Trade,d_10-19,Fixed tangible assets,555,DOLLARS(millions),,,,,,,,,
8262,8262,2016,G,Retail Trade,e_20-49,Activity unit,642,COUNT,,,,,,,,,
8263,8263,2016,G,Retail Trade,e_20-49,Rolling mean employees,18684,COUNT,,,,,,,,,
8264,8264,2016,G,Retail Trade,e_20-49,Salaries and wages paid,699,DOLLARS(millions),,,,,,,,,
8265,8265,2016,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",6607,DOLLARS(millions),,,,,,,,,
8266,8266,2016,G,Retail Trade,e_20-49,Total income,6635,DOLLARS(millions),,,,,,,,,
8267,8267,2016,G,Retail Trade,e_20-49,Total expenditure,6430,DOLLARS(millions),,,,,,,,,
8268,8268,2016,G,Retail Trade,e_20-49,Operating profit before tax,208,DOLLARS(millions),,,,,,,,,
8269,8269,2016,G,Retail Trade,e_20-49,Total assets,1994,DOLLARS(millions),,,,,,,,,
8270,8270,2016,G,Retail Trade,e_20-49,Fixed tangible assets,262,DOLLARS(millions),,,,,,,,,
8271,8271,2016,G,Retail Trade,f_50-99,Activity unit,231,COUNT,,,,,,,,,
8272,8272,2016,G,Retail Trade,f_50-99,Rolling mean employees,16263,COUNT,,,,,,,,,
8273,8273,2016,G,Retail Trade,f_50-99,Salaries and wages paid,561,DOLLARS(millions),,,,,,,,,
8274,8274,2016,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",5759,DOLLARS(millions),,,,,,,,,
8275,8275,2016,G,Retail Trade,f_50-99,Total income,5777,DOLLARS(millions),,,,,,,,,
8276,8276,2016,G,Retail Trade,f_50-99,Total expenditure,5615,DOLLARS(millions),,,,,,,,,
8277,8277,2016,G,Retail Trade,f_50-99,Operating profit before tax,232,DOLLARS(millions),,,,,,,,,
8278,8278,2016,G,Retail Trade,f_50-99,Total assets,1698,DOLLARS(millions),,,,,,,,,
8279,8279,2016,G,Retail Trade,f_50-99,Fixed tangible assets,307,DOLLARS(millions),,,,,,,,,
8280,8280,2016,G,Retail Trade,g_100-199,Activity unit,192,COUNT,,,,,,,,,
8281,8281,2016,G,Retail Trade,g_100-199,Rolling mean employees,27966,COUNT,,,,,,,,,
8282,8282,2016,G,Retail Trade,g_100-199,Salaries and wages paid,937,DOLLARS(millions),,,,,,,,,
8283,8283,2016,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",9146,DOLLARS(millions),,,,,,,,,
8284,8284,2016,G,Retail Trade,g_100-199,Total income,9186,DOLLARS(millions),,,,,,,,,
8285,8285,2016,G,Retail Trade,g_100-199,Total expenditure,8936,DOLLARS(millions),,,,,,,,,
8286,8286,2016,G,Retail Trade,g_100-199,Operating profit before tax,269,DOLLARS(millions),,,,,,,,,
8287,8287,2016,G,Retail Trade,g_100-199,Total assets,2660,DOLLARS(millions),,,,,,,,,
8288,8288,2016,G,Retail Trade,g_100-199,Fixed tangible assets,503,DOLLARS(millions),,,,,,,,,
8289,8289,2016,G,Retail Trade,h_200+,Activity unit,117,COUNT,,,,,,,,,
8290,8290,2016,G,Retail Trade,h_200+,Rolling mean employees,79068,COUNT,,,,,,,,,
8291,8291,2016,G,Retail Trade,h_200+,Salaries and wages paid,2741,DOLLARS(millions),,,,,,,,,
8292,8292,2016,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",22825,DOLLARS(millions),,,,,,,,,
8293,8293,2016,G,Retail Trade,h_200+,Total income,22939,DOLLARS(millions),,,,,,,,,
8294,8294,2016,G,Retail Trade,h_200+,Total expenditure,21935,DOLLARS(millions),,,,,,,,,
8295,8295,2016,G,Retail Trade,h_200+,Operating profit before tax,1111,DOLLARS(millions),,,,,,,,,
8296,8296,2016,G,Retail Trade,h_200+,Total assets,8848,DOLLARS(millions),,,,,,,,,
8297,8297,2016,G,Retail Trade,h_200+,Fixed tangible assets,2083,DOLLARS(millions),,,,,,,,,
8298,8298,2016,G,Retail Trade,i_Industry_Total,Activity unit,27816,COUNT,,,,,,,,,
8299,8299,2016,G,Retail Trade,i_Industry_Total,Rolling mean employees,201090,COUNT,,,,,,,,,
8300,8300,2016,G,Retail Trade,i_Industry_Total,Salaries and wages paid,7318,DOLLARS(millions),,,,,,,,,
8301,8301,2016,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",66601,DOLLARS(millions),,,,,,,,,
8302,8302,2016,G,Retail Trade,i_Industry_Total,Total income,66939,DOLLARS(millions),,,,,,,,,
8303,8303,2016,G,Retail Trade,i_Industry_Total,Total expenditure,64393,DOLLARS(millions),,,,,,,,,
8304,8304,2016,G,Retail Trade,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
8305,8305,2016,G,Retail Trade,i_Industry_Total,Total assets,25298,DOLLARS(millions),,,,,,,,,
8306,8306,2016,G,Retail Trade,i_Industry_Total,Fixed tangible assets,5547,DOLLARS(millions),,,,,,,,,
8307,8307,2016,H,Accommodation and Food Services,a_0,Activity unit,6015,COUNT,,,,,,,,,
8308,8308,2016,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
8309,8309,2016,H,Accommodation and Food Services,a_0,Salaries and wages paid,120,DOLLARS(millions),,,,,,,,,
8310,8310,2016,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",865,DOLLARS(millions),,,,,,,,,
8311,8311,2016,H,Accommodation and Food Services,a_0,Total income,901,DOLLARS(millions),,,,,,,,,
8312,8312,2016,H,Accommodation and Food Services,a_0,Total expenditure,801,DOLLARS(millions),,,,,,,,,
8313,8313,2016,H,Accommodation and Food Services,a_0,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
8314,8314,2016,H,Accommodation and Food Services,a_0,Total assets,2471,DOLLARS(millions),,,,,,,,,
8315,8315,2016,H,Accommodation and Food Services,a_0,Fixed tangible assets,1698,DOLLARS(millions),,,,,,,,,
8316,8316,2016,H,Accommodation and Food Services,b_1-5,Activity unit,8133,COUNT,,,,,,,,,
8317,8317,2016,H,Accommodation and Food Services,b_1-5,Rolling mean employees,19965,COUNT,,,,,,,,,
8318,8318,2016,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,475,DOLLARS(millions),,,,,,,,,
8319,8319,2016,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",2026,DOLLARS(millions),,,,,,,,,
8320,8320,2016,H,Accommodation and Food Services,b_1-5,Total income,2057,DOLLARS(millions),,,,,,,,,
8321,8321,2016,H,Accommodation and Food Services,b_1-5,Total expenditure,1978,DOLLARS(millions),,,,,,,,,
8322,8322,2016,H,Accommodation and Food Services,b_1-5,Operating profit before tax,68,DOLLARS(millions),,,,,,,,,
8323,8323,2016,H,Accommodation and Food Services,b_1-5,Total assets,2133,DOLLARS(millions),,,,,,,,,
8324,8324,2016,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1228,DOLLARS(millions),,,,,,,,,
8325,8325,2016,H,Accommodation and Food Services,c_6-9,Activity unit,2655,COUNT,,,,,,,,,
8326,8326,2016,H,Accommodation and Food Services,c_6-9,Rolling mean employees,19104,COUNT,,,,,,,,,
8327,8327,2016,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,438,DOLLARS(millions),,,,,,,,,
8328,8328,2016,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),,,,,,,,,
8329,8329,2016,H,Accommodation and Food Services,c_6-9,Total income,1419,DOLLARS(millions),,,,,,,,,
8330,8330,2016,H,Accommodation and Food Services,c_6-9,Total expenditure,1383,DOLLARS(millions),,,,,,,,,
8331,8331,2016,H,Accommodation and Food Services,c_6-9,Operating profit before tax,34,DOLLARS(millions),,,,,,,,,
8332,8332,2016,H,Accommodation and Food Services,c_6-9,Total assets,963,DOLLARS(millions),,,,,,,,,
8333,8333,2016,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,502,DOLLARS(millions),,,,,,,,,
8334,8334,2016,H,Accommodation and Food Services,d_10-19,Activity unit,2409,COUNT,,,,,,,,,
8335,8335,2016,H,Accommodation and Food Services,d_10-19,Rolling mean employees,32052,COUNT,,,,,,,,,
8336,8336,2016,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,748,DOLLARS(millions),,,,,,,,,
8337,8337,2016,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",2248,DOLLARS(millions),,,,,,,,,
8338,8338,2016,H,Accommodation and Food Services,d_10-19,Total income,2261,DOLLARS(millions),,,,,,,,,
8339,8339,2016,H,Accommodation and Food Services,d_10-19,Total expenditure,2203,DOLLARS(millions),,,,,,,,,
8340,8340,2016,H,Accommodation and Food Services,d_10-19,Operating profit before tax,61,DOLLARS(millions),,,,,,,,,
8341,8341,2016,H,Accommodation and Food Services,d_10-19,Total assets,1520,DOLLARS(millions),,,,,,,,,
8342,8342,2016,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,873,DOLLARS(millions),,,,,,,,,
8343,8343,2016,H,Accommodation and Food Services,e_20-49,Activity unit,1098,COUNT,,,,,,,,,
8344,8344,2016,H,Accommodation and Food Services,e_20-49,Rolling mean employees,30540,COUNT,,,,,,,,,
8345,8345,2016,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,749,DOLLARS(millions),,,,,,,,,
8346,8346,2016,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",2312,DOLLARS(millions),,,,,,,,,
8347,8347,2016,H,Accommodation and Food Services,e_20-49,Total income,2338,DOLLARS(millions),,,,,,,,,
8348,8348,2016,H,Accommodation and Food Services,e_20-49,Total expenditure,2207,DOLLARS(millions),,,,,,,,,
8349,8349,2016,H,Accommodation and Food Services,e_20-49,Operating profit before tax,138,DOLLARS(millions),,,,,,,,,
8350,8350,2016,H,Accommodation and Food Services,e_20-49,Total assets,1804,DOLLARS(millions),,,,,,,,,
8351,8351,2016,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1127,DOLLARS(millions),,,,,,,,,
8352,8352,2016,H,Accommodation and Food Services,f_50-99,Activity unit,177,COUNT,,,,,,,,,
8353,8353,2016,H,Accommodation and Food Services,f_50-99,Rolling mean employees,12108,COUNT,,,,,,,,,
8354,8354,2016,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,317,DOLLARS(millions),,,,,,,,,
8355,8355,2016,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",1051,DOLLARS(millions),,,,,,,,,
8356,8356,2016,H,Accommodation and Food Services,f_50-99,Total income,1081,DOLLARS(millions),,,,,,,,,
8357,8357,2016,H,Accommodation and Food Services,f_50-99,Total expenditure,963,DOLLARS(millions),,,,,,,,,
8358,8358,2016,H,Accommodation and Food Services,f_50-99,Operating profit before tax,119,DOLLARS(millions),,,,,,,,,
8359,8359,2016,H,Accommodation and Food Services,f_50-99,Total assets,1244,DOLLARS(millions),,,,,,,,,
8360,8360,2016,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,719,DOLLARS(millions),,,,,,,,,
8361,8361,2016,H,Accommodation and Food Services,g_100-199,Activity unit,66,COUNT,,,,,,,,,
8362,8362,2016,H,Accommodation and Food Services,g_100-199,Rolling mean employees,9315,COUNT,,,,,,,,,
8363,8363,2016,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,270,DOLLARS(millions),,,,,,,,,
8364,8364,2016,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",949,DOLLARS(millions),,,,,,,,,
8365,8365,2016,H,Accommodation and Food Services,g_100-199,Total income,954,DOLLARS(millions),,,,,,,,,
8366,8366,2016,H,Accommodation and Food Services,g_100-199,Total expenditure,810,DOLLARS(millions),,,,,,,,,
8367,8367,2016,H,Accommodation and Food Services,g_100-199,Operating profit before tax,162,DOLLARS(millions),,,,,,,,,
8368,8368,2016,H,Accommodation and Food Services,g_100-199,Total assets,1023,DOLLARS(millions),,,,,,,,,
8369,8369,2016,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,579,DOLLARS(millions),,,,,,,,,
8370,8370,2016,H,Accommodation and Food Services,h_200+,Activity unit,30,COUNT,,,,,,,,,
8371,8371,2016,H,Accommodation and Food Services,h_200+,Rolling mean employees,20058,COUNT,,,,,,,,,
8372,8372,2016,H,Accommodation and Food Services,h_200+,Salaries and wages paid,561,DOLLARS(millions),,,,,,,,,
8373,8373,2016,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1916,DOLLARS(millions),,,,,,,,,
8374,8374,2016,H,Accommodation and Food Services,h_200+,Total income,1931,DOLLARS(millions),,,,,,,,,
8375,8375,2016,H,Accommodation and Food Services,h_200+,Total expenditure,1761,DOLLARS(millions),,,,,,,,,
8376,8376,2016,H,Accommodation and Food Services,h_200+,Operating profit before tax,179,DOLLARS(millions),,,,,,,,,
8377,8377,2016,H,Accommodation and Food Services,h_200+,Total assets,2518,DOLLARS(millions),,,,,,,,,
8378,8378,2016,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1602,DOLLARS(millions),,,,,,,,,
8379,8379,2016,H,Accommodation and Food Services,i_Industry_Total,Activity unit,20586,COUNT,,,,,,,,,
8380,8380,2016,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,143142,COUNT,,,,,,,,,
8381,8381,2016,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,3677,DOLLARS(millions),,,,,,,,,
8382,8382,2016,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),,,,,,,,,
8383,8383,2016,H,Accommodation and Food Services,i_Industry_Total,Total income,12942,DOLLARS(millions),,,,,,,,,
8384,8384,2016,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,12106,DOLLARS(millions),,,,,,,,,
8385,8385,2016,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
8386,8386,2016,H,Accommodation and Food Services,i_Industry_Total,Total assets,13676,DOLLARS(millions),,,,,,,,,
8387,8387,2016,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,8328,DOLLARS(millions),,,,,,,,,
8388,8388,2016,I,"Transport, Postal and Warehousing",a_0,Activity unit,10005,COUNT,,,,,,,,,
8389,8389,2016,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT,,,,,,,,,
8390,8390,2016,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,134,DOLLARS(millions),,,,,,,,,
8391,8391,2016,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1469,DOLLARS(millions),,,,,,,,,
8392,8392,2016,I,"Transport, Postal and Warehousing",a_0,Total income,1495,DOLLARS(millions),,,,,,,,,
8393,8393,2016,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1195,DOLLARS(millions),,,,,,,,,
8394,8394,2016,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,299,DOLLARS(millions),,,,,,,,,
8395,8395,2016,I,"Transport, Postal and Warehousing",a_0,Total assets,5882,DOLLARS(millions),,,,,,,,,
8396,8396,2016,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,4873,DOLLARS(millions),,,,,,,,,
8397,8397,2016,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,4107,COUNT,,,,,,,,,
8398,8398,2016,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,8358,COUNT,,,,,,,,,
8399,8399,2016,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,383,DOLLARS(millions),,,,,,,,,
8400,8400,2016,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1643,DOLLARS(millions),,,,,,,,,
8401,8401,2016,I,"Transport, Postal and Warehousing",b_1-5,Total income,1671,DOLLARS(millions),,,,,,,,,
8402,8402,2016,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1611,DOLLARS(millions),,,,,,,,,
8403,8403,2016,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,62,DOLLARS(millions),,,,,,,,,
8404,8404,2016,I,"Transport, Postal and Warehousing",b_1-5,Total assets,1832,DOLLARS(millions),,,,,,,,,
8405,8405,2016,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,996,DOLLARS(millions),,,,,,,,,
8406,8406,2016,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,543,COUNT,,,,,,,,,
8407,8407,2016,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,3771,COUNT,,,,,,,,,
8408,8408,2016,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,177,DOLLARS(millions),,,,,,,,,
8409,8409,2016,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",723,DOLLARS(millions),,,,,,,,,
8410,8410,2016,I,"Transport, Postal and Warehousing",c_6-9,Total income,736,DOLLARS(millions),,,,,,,,,
8411,8411,2016,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,636,DOLLARS(millions),,,,,,,,,
8412,8412,2016,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,111,DOLLARS(millions),,,,,,,,,
